Coder,Dir,Image,Modified,Object,Comments,ObjectCount,StudyRelated,Food,Clothing,Toy,Book,Electronic,Plant,Animal,ToolWork,ToolMealtime,OtherLargeImmovable,OtherSynthetic,OtherNatural,None,Exclude,Unsure,Flagged,Skipped
Annotator,BER38-14moF,002720.01.gif,2022-02-16 15:09:30,toy forklift crane,reaching,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002725.01.gif,2022-02-16 15:09:34,toy forklift crane,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002730.02.gif,2022-02-16 15:09:48,toy forklift crane,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002735.02.gif,2022-02-16 15:10:42,"toy forklift crane, toy wood triangle block",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002740.03.gif,2022-02-16 15:10:46,"toy forklift crane, toy wood triangle block",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002745.03.gif,2022-02-16 15:11:05,toy forklift crane,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002750.00.gif,2022-02-16 15:11:18,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002755.01.gif,2022-02-16 15:11:30,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002800.01.gif,2022-02-16 15:11:41,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002805.02.gif,2022-02-16 15:11:58,toy forklift crane,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002810.02.gif,2022-02-16 15:12:10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002815.03.gif,2022-02-16 15:12:21,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002820.03.gif,2022-02-16 15:12:30,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002825.00.gif,2022-02-16 15:12:47,toy forklift crane,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002830.01.gif,2022-02-16 15:13:16,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002835.01.gif,2022-02-16 15:13:17,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002840.02.gif,2022-02-16 15:14:16,,possible contact with phone here but not visible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002845.02.gif,2022-02-16 15:13:36,phone,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002850.03.gif,2022-02-16 15:15:39,,possibly still phone but not visible and child puts it down at some point,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002855.03.gif,2022-02-16 15:15:52,,possibly still phone but not visible and child puts it down at some point,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002900.00.gif,2022-02-16 15:16:26,,probably wood block but not visible,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Annotator,BER38-14moF,002905.01.gif,2022-02-16 15:16:46,phone,reaching,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002910.01.gif,2022-02-16 15:17:01,phone,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002915.02.gif,2022-02-16 15:17:13,phone,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,002920.02.gif,2022-02-16 15:17:24,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002925.03.gif,2022-02-16 15:17:35,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002930.00.gif,2022-02-16 15:17:45,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002935.01.gif,2022-02-16 15:17:53,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002940.01.gif,2022-02-16 15:18:03,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002945.02.gif,2022-02-16 15:18:13,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002950.02.gif,2022-02-16 15:18:24,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,002955.03.gif,2022-02-16 15:18:33,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003000.03.gif,2022-02-16 15:18:44,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003005.00.gif,2022-02-16 15:18:53,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003010.01.gif,2022-02-16 15:19:03,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003015.01.gif,2022-02-16 15:19:14,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003020.02.gif,2022-02-16 15:19:24,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003025.02.gif,2022-02-16 15:19:32,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003030.03.gif,2022-02-16 15:19:40,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003035.03.gif,2022-02-16 15:19:49,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003040.00.gif,2022-02-16 15:19:58,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003045.01.gif,2022-02-16 15:20:07,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003050.01.gif,2022-02-16 15:22:15,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003055.02.gif,2022-02-16 15:22:24,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003100.02.gif,2022-02-16 15:22:34,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003105.03.gif,2022-02-16 15:22:46,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003110.00.gif,2022-02-16 15:22:55,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003115.01.gif,2022-02-16 15:23:03,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003120.01.gif,2022-02-16 15:23:13,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003125.02.gif,2022-02-16 15:23:21,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003130.02.gif,2022-02-16 15:23:31,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003135.03.gif,2022-02-16 15:23:42,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003140.03.gif,2022-02-16 15:23:51,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003145.00.gif,2022-02-16 15:26:06,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003150.01.gif,2022-02-16 15:26:07,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003155.01.gif,2022-02-16 15:26:07,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003200.02.gif,2022-02-16 15:26:07,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003205.02.gif,2022-02-16 15:26:07,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003210.03.gif,2022-02-16 15:26:08,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003215.03.gif,2022-02-16 15:26:10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003220.00.gif,2022-02-16 15:26:11,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003225.01.gif,2022-02-16 15:26:11,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003230.01.gif,2022-02-16 15:26:12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003235.02.gif,2022-02-16 15:26:12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003240.02.gif,2022-02-16 15:26:13,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003245.03.gif,2022-02-16 15:26:13,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003250.00.gif,2022-02-16 15:26:14,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003255.01.gif,2022-02-16 15:26:14,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003300.01.gif,2022-02-16 15:26:15,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003305.02.gif,2022-02-16 15:26:15,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003310.02.gif,2022-02-16 15:26:17,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003315.03.gif,2022-02-16 15:26:18,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003320.03.gif,2022-02-16 15:26:19,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003325.00.gif,2022-02-16 15:26:19,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003330.01.gif,2022-02-16 15:26:20,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003335.01.gif,2022-02-16 15:26:20,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003340.02.gif,2022-02-16 15:26:21,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003345.02.gif,2022-02-16 15:26:22,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003350.03.gif,2022-02-16 15:26:23,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003355.03.gif,2022-02-16 15:26:23,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003400.00.gif,2022-02-16 15:26:24,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003405.01.gif,2022-02-16 15:26:26,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003410.01.gif,2022-02-16 15:26:26,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003415.02.gif,2022-02-16 15:27:01,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003420.02.gif,2022-02-16 15:27:02,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003425.03.gif,2022-02-16 15:27:02,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003430.00.gif,2022-02-16 15:27:02,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003435.01.gif,2022-02-16 15:27:03,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003440.01.gif,2022-02-16 15:27:03,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003445.02.gif,2022-02-16 15:27:04,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003450.02.gif,2022-02-16 15:27:06,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003455.03.gif,2022-02-16 15:27:06,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003500.03.gif,2022-02-16 15:27:06,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003505.00.gif,2022-02-16 15:28:26,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003510.01.gif,2022-02-16 15:28:27,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003515.01.gif,2022-02-16 15:28:27,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003520.02.gif,2022-02-16 15:28:28,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003525.02.gif,2022-02-16 15:28:28,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003530.03.gif,2022-02-16 15:28:29,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003535.03.gif,2022-02-16 15:28:29,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003540.00.gif,2022-02-16 15:28:34,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003545.01.gif,2022-02-16 15:28:36,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003550.01.gif,2022-02-16 15:28:37,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003555.02.gif,2022-02-16 15:28:37,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003600.02.gif,2022-02-16 15:28:38,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003605.03.gif,2022-02-16 15:28:42,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003610.00.gif,2022-02-16 15:28:42,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003615.01.gif,2022-02-16 15:28:43,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003620.01.gif,2022-02-16 15:28:43,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003625.02.gif,2022-02-16 15:28:44,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003630.02.gif,2022-02-16 15:28:56,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003635.03.gif,2022-02-16 15:28:57,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003640.03.gif,2022-02-16 15:28:58,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003645.00.gif,2022-02-16 15:28:58,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003650.01.gif,2022-02-16 15:29:16,jacket,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,003655.01.gif,2022-02-16 15:29:25,jacket,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,003700.02.gif,2022-02-16 15:29:33,jacket,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,003705.02.gif,2022-02-16 15:29:43,jacket,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,003710.03.gif,2022-02-16 15:29:54,jacket,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,003715.03.gif,2022-02-16 16:36:57,jacket,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,003720.00.gif,2022-02-16 16:37:05,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003725.01.gif,2022-02-16 16:37:12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003730.01.gif,2022-02-16 16:38:20,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003735.02.gif,2022-02-16 16:38:20,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003740.02.gif,2022-02-16 16:38:21,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003745.03.gif,2022-02-16 16:38:21,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003750.00.gif,2022-02-16 16:38:22,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003755.01.gif,2022-02-16 16:38:23,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003800.01.gif,2022-02-16 16:39:28,couch,climbing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annotator,BER38-14moF,003805.02.gif,2022-02-16 16:39:31,couch,climbing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annotator,BER38-14moF,003810.02.gif,2022-02-16 16:41:59,,"hands on couch, no longer climbing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003815.03.gif,2022-02-16 16:42:12,,"hands on couch, no longer climbing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003820.03.gif,2022-02-16 16:42:20,,"hands on couch, no longer climbing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003825.00.gif,2022-02-16 16:42:47,stuffed ballerina,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,003830.01.gif,2022-02-16 16:43:10,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003835.01.gif,2022-02-16 16:43:11,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003840.02.gif,2022-02-16 16:43:20,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003845.02.gif,2022-02-16 16:43:28,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003850.03.gif,2022-02-16 16:43:36,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003855.03.gif,2022-02-16 16:43:43,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003900.00.gif,2022-02-16 16:43:51,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003905.01.gif,2022-02-16 16:44:01,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003910.01.gif,2022-02-16 16:44:14,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003915.02.gif,2022-02-16 16:44:22,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003920.02.gif,2022-02-16 16:44:37,couch,climbing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annotator,BER38-14moF,003925.03.gif,2022-02-16 16:44:45,couch,climbing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annotator,BER38-14moF,003930.00.gif,2022-02-16 16:44:59,couch,climbing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annotator,BER38-14moF,003935.01.gif,2022-02-16 16:45:19,couch,climbing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annotator,BER38-14moF,003940.01.gif,2022-02-16 16:45:19,couch,climbing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annotator,BER38-14moF,003945.02.gif,2022-02-16 16:45:27,couch,climbing,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Annotator,BER38-14moF,003950.02.gif,2022-02-16 16:45:50,,"couch, not actively climbing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,003955.03.gif,2022-02-16 16:45:51,,"couch, not actively climbing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004000.03.gif,2022-02-16 16:45:58,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004005.00.gif,2022-02-16 16:46:06,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004010.01.gif,2022-02-16 16:46:14,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004015.01.gif,2022-02-16 16:46:30,"sippy cup, juice",,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,004020.02.gif,2022-02-16 16:46:38,"sippy cup, juice",,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,004025.02.gif,2022-02-16 16:46:45,"sippy cup, juice",,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,004030.03.gif,2022-02-16 16:46:54,"sippy cup, juice",,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,004035.03.gif,2022-02-16 16:47:02,"sippy cup, juice",,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,004040.00.gif,2022-02-16 16:47:14,"sippy cup, juice",,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,004045.01.gif,2022-02-16 16:47:22,"sippy cup, juice",,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,004050.01.gif,2022-02-16 16:47:34,"sippy cup, juice",,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Annotator,BER38-14moF,004055.02.gif,2022-02-16 16:48:13,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004100.02.gif,2022-02-16 16:48:27,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004105.03.gif,2022-02-16 16:48:47,,couch contact but i don't know if this should be handling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004110.00.gif,2022-02-16 16:48:54,,couch contact but i don't know if this should be handling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004115.01.gif,2022-02-16 16:49:01,,couch contact but i don't know if this should be handling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004120.01.gif,2022-02-16 16:49:08,,couch contact but i don't know if this should be handling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Annotator,BER38-14moF,004125.02.gif,2022-02-16 16:49:15,,couch contact but i don't know if this should be handling,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
